job_id,title,company_profile,location,employment_type,salary_range,max_salary,fraudulent,Fraud_Label,trust_score,risk_level,missing_fields,scam_keyword_count,has_company,has_company_logo,is_wfh,salary_anomaly,description_length,Work_Type,Company_Status,Salary_Status
405,Customer Support Agent,Cognizant,Bengaluru,Contract,114696-147421,147421,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
406,Content Writer,IBM India,Chennai,Part-time,50502-74206,74206,0,Real,85,Low Risk,0,0,1,0,1,0,164,Work From Home,Has Company,Normal Salary
407,Bitcoin Trading Expert Needed,,Online,Temporary,107920-316053,316053,1,Fake,0,High Risk,2,5,0,0,1,1,153,Work From Home,No Company,High Salary (Suspicious)
408,Data Analyst,Paytm,Hyderabad,Temporary,70381-109582,109582,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
409,UI/UX Designer,Oracle India,Mumbai,Temporary,100420-142614,142614,0,Real,95,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
410,Sales Executive,Paytm,Hyderabad,Contract,98790-148372,148372,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
411,Sales Executive,Infosys,Bengaluru,Part-time,,0,0,Real,85,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
412,Project Manager,Microsoft India,Delhi,Contract,56041-89236,89236,0,Real,100,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
413,Urgent – Wire Transfer Specialist,,Work From Home,Temporary,57208-115048,115048,1,Fake,0,High Risk,1,6,0,0,1,0,153,Work From Home,No Company,Normal Salary
414,Graphic Designer,Infosys,Mumbai,Temporary,82600-99724,99724,0,Real,95,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
415,Data Analyst,Microsoft India,Chennai,Full-time,97154-114613,114613,0,Real,100,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
416,Business Analyst,Oracle India,Ahmedabad,Full-time,55884-70778,70778,0,Real,85,Low Risk,1,0,1,0,0,0,275,On-site,Has Company,Normal Salary
417,Operations Manager,Microsoft India,Chennai,Contract,43205-74532,74532,0,Real,100,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
418,Sales Executive,IBM India,Bengaluru,Full-time,87711-104245,104245,0,Real,95,Low Risk,1,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
419,Customer Support Agent,Cognizant,Pune,Contract,70037-98084,98084,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
420,Online Data Entry – $80/hr,Anonymous,Anywhere,Other,56950-321526,321526,1,Fake,28,High Risk,0,4,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
421,Sales Executive,Cognizant,Kolkata,Contract,71630-108580,108580,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
422,Customer Support Agent,Oracle India,Ahmedabad,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
423,DevOps Engineer,HDFC Bank,Gurgaon,Part-time,103810-134284,134284,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
424,Business Analyst,IBM India,Kolkata,Contract,66105-90946,90946,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
425,Product Manager,Microsoft India,Chennai,Part-time,83965-112531,112531,0,Real,95,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
426,Online Data Entry – $80/hr,Anonymous,Anywhere,Temporary,175323-258839,258839,1,Fake,26,High Risk,3,3,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
427,Software Engineer,Infosys,Gurgaon,Full-time,109314-155908,155908,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
428,Marketing Manager,Infosys,Bengaluru,Full-time,106756-125400,125400,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
429,Product Manager,Accenture,Mumbai,Temporary,,0,0,Real,85,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
430,Product Manager,Oracle India,Bengaluru,Contract,,0,0,Real,95,Low Risk,1,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
431,Project Manager,Zomato,Noida,Contract,,0,0,Real,90,Low Risk,2,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
432,Make Money Fast – Part Time,Anonymous,Work From Home,Temporary,120513-224043,224043,1,Fake,44,Medium Risk,1,2,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
433,UI/UX Designer,Swiggy,Ahmedabad,Part-time,53938-100069,100069,0,Real,80,Low Risk,1,0,1,0,1,0,275,Work From Home,Has Company,Normal Salary
434,Graphic Designer,HCL Technologies,Mumbai,Contract,,0,0,Real,85,Low Risk,1,0,1,0,1,0,275,Work From Home,Has Company,Normal Salary
435,Be Your Own Boss – Immediate Hire,Anonymous,Anywhere,Temporary,141916-430405,430405,1,Fake,36,Medium Risk,1,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
436,Work From Home – Earn $5000/week,Anonymous,Online,Part-time,170190-221430,221430,1,Fake,15,High Risk,2,5,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
437,HR Specialist,,Gurgaon,Part-time,79411-94391,94391,0,Real,50,Medium Risk,1,0,0,0,0,0,275,On-site,No Company,Normal Salary
438,Marketing Manager,Microsoft India,Delhi,Full-time,107438-118904,118904,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
439,DevOps Engineer,Zomato,Delhi,Contract,,0,0,Real,90,Low Risk,2,0,1,1,0,0,194,On-site,Has Company,Normal Salary
440,Online Data Entry – $80/hr,,Remote,Part-time,76248-190128,190128,1,Fake,1,High Risk,4,3,0,0,1,0,135,Work From Home,No Company,Normal Salary
441,Marketing Manager,Zomato,Pune,Temporary,90415-129901,129901,0,Real,95,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
442,Content Writer,Infosys,Ahmedabad,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
443,Financial Analyst,HDFC Bank,Hyderabad,Temporary,45501-74880,74880,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
444,Content Writer,HCL Technologies,Gurgaon,Part-time,,0,0,Real,85,Low Risk,2,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
445,Marketing Manager,TCS,Ahmedabad,Full-time,66014-86949,86949,0,Real,95,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
446,Operations Manager,,Bengaluru,Contract,53419-100597,100597,0,Real,50,Medium Risk,2,0,0,0,0,0,194,On-site,No Company,Normal Salary
447,Customer Support Agent,Accenture,Ahmedabad,Contract,32209-66010,66010,0,Real,100,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
448,Product Manager,Accenture,Hyderabad,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
449,Business Analyst,Accenture,Mumbai,Full-time,49672-77911,77911,0,Real,100,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
450,Product Manager,Infosys,Pune,Full-time,43879-57994,57994,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
451,Operations Manager,Flipkart,Mumbai,Temporary,57479-96213,96213,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
452,Customer Support Agent,Paytm,Bengaluru,Contract,58807-79837,79837,0,Real,100,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
453,Operations Manager,Amazon India,Gurgaon,Full-time,79615-94779,94779,0,Real,100,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
454,Business Analyst,Infosys,Noida,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
455,Be Your Own Boss – Immediate Hire,Anonymous,Remote,Other,444261-658789,658789,1,Fake,34,High Risk,2,2,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
456,Secret Shopper – $500/day,,Remote,Other,104963-165903,165903,1,Fake,22,High Risk,2,1,0,0,1,0,156,Work From Home,No Company,Normal Salary
457,Operations Manager,Amazon India,Ahmedabad,Contract,30433-65626,65626,0,Real,90,Low Risk,0,0,1,0,1,0,194,Work From Home,Has Company,Normal Salary
458,Secret Shopper – $500/day,,Anywhere,Part-time,190690-383353,383353,1,Fake,0,High Risk,2,3,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
459,Bitcoin Trading Expert Needed,,Remote,Temporary,113459-183613,183613,1,Fake,0,High Risk,3,4,0,0,1,0,135,Work From Home,No Company,Normal Salary
460,HR Specialist,IBM India,Hyderabad,Contract,37854-56868,56868,0,Real,100,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
461,Graphic Designer,Infosys,Ahmedabad,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
462,Customer Support Agent,Microsoft India,Kolkata,Part-time,44067-65919,65919,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
463,Graphic Designer,HCL Technologies,Ahmedabad,Temporary,91148-129060,129060,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
464,Software Engineer,Zomato,Gurgaon,Temporary,,0,0,Real,80,Low Risk,1,0,1,0,0,0,221,On-site,Has Company,Normal Salary
465,Marketing Manager,Zomato,Delhi,Contract,,0,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
466,Software Engineer,Accenture,Ahmedabad,Contract,,0,0,Real,90,Low Risk,2,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
467,Data Analyst,TCS,Ahmedabad,Full-time,79638-112656,112656,0,Real,90,Low Risk,0,0,1,0,1,0,164,Work From Home,Has Company,Normal Salary
468,Business Analyst,Paytm,Ahmedabad,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
469,Sales Executive,HCL Technologies,Ahmedabad,Part-time,58389-97827,97827,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
470,Operations Manager,HDFC Bank,Hyderabad,Temporary,70579-117900,117900,0,Real,95,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
471,Graphic Designer,,Ahmedabad,Full-time,31255-52627,52627,0,Real,55,Medium Risk,1,0,0,0,0,0,275,On-site,No Company,Normal Salary
472,Financial Analyst,Paytm,Ahmedabad,Full-time,43106-73068,73068,0,Real,100,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
473,Financial Analyst,Amazon India,Noida,Temporary,100675-121441,121441,0,Real,95,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
474,HR Specialist,HDFC Bank,Delhi,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
475,Make Money Fast – Part Time,Anonymous,Anywhere,Part-time,489447-768725,768725,1,Fake,33,High Risk,0,4,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
476,HR Specialist,Flipkart,Gurgaon,Temporary,,0,0,Real,85,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
477,Marketing Manager,Wipro,Chennai,Part-time,,0,0,Real,80,Low Risk,1,0,1,0,1,0,221,Work From Home,Has Company,Normal Salary
478,Operations Manager,TCS,Delhi,Full-time,64743-97112,97112,0,Real,100,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
479,HR Specialist,Flipkart,Pune,Part-time,57321-98308,98308,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
480,Software Engineer,Microsoft India,Gurgaon,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,0,0,221,On-site,Has Company,Normal Salary
481,Online Data Entry – $80/hr,,Anywhere,Other,91889-324899,324899,1,Fake,0,High Risk,2,3,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
482,Data Analyst,TCS,Gurgaon,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
483,Content Writer,Swiggy,Bengaluru,Contract,,0,0,Real,80,Low Risk,2,0,1,0,0,0,221,On-site,Has Company,Normal Salary
484,Software Engineer,HDFC Bank,Noida,Contract,,0,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
485,Sales Executive,TCS,Noida,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,0,0,275,On-site,Has Company,Normal Salary
486,HR Specialist,Zomato,Noida,Part-time,70699-98725,98725,0,Real,90,Low Risk,1,0,1,1,0,0,194,On-site,Has Company,Normal Salary
487,DevOps Engineer,,Hyderabad,Part-time,86033-121094,121094,0,Real,50,Medium Risk,1,0,0,0,0,0,164,On-site,No Company,Normal Salary
488,UI/UX Designer,Swiggy,Gurgaon,Temporary,73684-106055,106055,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
489,Project Manager,HDFC Bank,Hyderabad,Temporary,57899-74449,74449,0,Real,95,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
490,Project Manager,Cognizant,Ahmedabad,Full-time,116649-160724,160724,0,Real,100,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
491,Unlimited Income Opportunity,,Anywhere,Temporary,197580-480054,480054,1,Fake,0,High Risk,1,5,0,0,1,1,153,Work From Home,No Company,High Salary (Suspicious)
492,Data Analyst,IBM India,Hyderabad,Full-time,77675-109603,109603,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
493,Secret Shopper – $500/day,,Online,Part-time,102760-172229,172229,1,Fake,24,High Risk,1,2,0,0,1,0,141,Work From Home,No Company,Normal Salary
494,Customer Support Agent,TCS,Mumbai,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
495,Product Manager,Amazon India,Ahmedabad,Part-time,114536-160847,160847,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
496,Operations Manager,TCS,Kolkata,Contract,81107-106073,106073,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
497,Content Writer,HCL Technologies,Noida,Contract,85752-113270,113270,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
498,Content Writer,Accenture,Mumbai,Temporary,,0,0,Real,80,Low Risk,1,0,1,0,0,0,275,On-site,Has Company,Normal Salary
499,Bitcoin Trading Expert Needed,Anonymous,Online,Temporary,349915-546417,546417,1,Fake,41,Medium Risk,0,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
500,UI/UX Designer,Amazon India,Gurgaon,Contract,,0,0,Real,90,Low Risk,2,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
501,Make Money Fast – Part Time,,Remote,Temporary,145849-444154,444154,1,Fake,0,High Risk,3,3,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
502,Operations Manager,Oracle India,Delhi,Full-time,75789-109438,109438,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
503,Marketing Manager,Infosys,Ahmedabad,Full-time,35316-47246,47246,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
504,Software Engineer,Swiggy,Pune,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
505,Be Your Own Boss – Immediate Hire,,Online,Other,188694-289432,289432,1,Fake,0,High Risk,2,4,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
506,Online Data Entry – $80/hr,Anonymous,Work From Home,Part-time,72302-125276,125276,1,Fake,46,Medium Risk,3,3,1,0,1,0,135,Work From Home,Has Company,Normal Salary
507,HR Specialist,Infosys,Noida,Contract,114972-132452,132452,0,Real,90,Low Risk,0,0,1,0,0,0,275,On-site,Has Company,Normal Salary
508,Project Manager,TCS,Gurgaon,Contract,105082-140745,140745,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
509,Unlimited Income Opportunity,Anonymous,Work From Home,Other,458628-562615,562615,1,Fake,29,High Risk,3,2,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
510,Financial Analyst,Wipro,Mumbai,Contract,75387-94558,94558,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
511,Graphic Designer,Paytm,Pune,Full-time,60339-104401,104401,0,Real,100,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
512,Content Writer,IBM India,Bengaluru,Part-time,,0,0,Real,80,Low Risk,1,0,1,0,0,0,194,On-site,Has Company,Normal Salary
513,Financial Analyst,Accenture,Mumbai,Part-time,,0,0,Real,85,Low Risk,2,0,1,1,0,0,164,On-site,Has Company,Normal Salary
514,DevOps Engineer,HCL Technologies,Hyderabad,Part-time,72054-83894,83894,0,Real,95,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
515,Urgent – Wire Transfer Specialist,Anonymous,Work From Home,Part-time,54720-126934,126934,1,Fake,56,Medium Risk,1,3,1,0,1,0,156,Work From Home,Has Company,Normal Salary
516,Make Money Fast – Part Time,,Remote,Other,82633-278377,278377,1,Fake,0,High Risk,1,2,0,0,1,1,156,Work From Home,No Company,High Salary (Suspicious)
517,Graphic Designer,TCS,Bengaluru,Contract,97272-108629,108629,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
518,Product Manager,Swiggy,Chennai,Part-time,39356-84954,84954,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
519,Easy Money – No Experience Needed,Anonymous,Work From Home,Other,157833-299855,299855,1,Fake,18,High Risk,2,4,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
520,Data Analyst,Cognizant,Mumbai,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
521,Secret Shopper – $500/day,Anonymous,Anywhere,Other,81542-326834,326834,1,Fake,32,High Risk,4,1,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
522,Sales Executive,,Kolkata,Part-time,97917-126359,126359,0,Real,50,Medium Risk,1,0,0,0,0,0,221,On-site,No Company,Normal Salary
523,Easy Money – No Experience Needed,Anonymous,Anywhere,Part-time,176659-340820,340820,1,Fake,28,High Risk,1,4,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
524,Content Writer,Oracle India,Gurgaon,Full-time,,0,0,Real,80,Low Risk,2,0,1,0,1,0,164,Work From Home,Has Company,Normal Salary
525,Software Engineer,Oracle India,Gurgaon,Contract,61172-81781,81781,0,Real,95,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
526,Marketing Manager,,Chennai,Contract,57060-92354,92354,0,Real,55,Medium Risk,1,0,0,0,0,0,164,On-site,No Company,Normal Salary
527,Product Manager,Paytm,Gurgaon,Contract,113780-148038,148038,0,Real,95,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
528,Software Engineer,Infosys,Bengaluru,Contract,118829-140620,140620,0,Real,100,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
529,Data Analyst,,Kolkata,Temporary,87185-126369,126369,0,Real,40,Medium Risk,1,0,0,0,1,0,194,Work From Home,No Company,Normal Salary
530,HR Specialist,Amazon India,Chennai,Part-time,69228-94838,94838,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
531,Software Engineer,HDFC Bank,Kolkata,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
532,Bitcoin Trading Expert Needed,Anonymous,Work From Home,Temporary,348170-599220,599220,1,Fake,41,Medium Risk,0,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
533,Graphic Designer,Oracle India,Mumbai,Full-time,118039-147699,147699,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
534,DevOps Engineer,Oracle India,Mumbai,Part-time,102520-147565,147565,0,Real,95,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
535,Software Engineer,Flipkart,Mumbai,Part-time,89291-135747,135747,0,Real,95,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
536,Be Your Own Boss – Immediate Hire,Anonymous,Online,Part-time,66561-224005,224005,1,Fake,20,High Risk,1,5,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
537,Secret Shopper – $500/day,Anonymous,Anywhere,Other,283052-418916,418916,1,Fake,18,High Risk,2,4,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
538,Graphic Designer,HDFC Bank,Gurgaon,Contract,118754-163544,163544,0,Real,100,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
539,Financial Analyst,Swiggy,Mumbai,Full-time,60643-88050,88050,0,Real,100,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
540,Envelope Stuffing Job – High Pay,Anonymous,Work From Home,Other,125375-372235,372235,1,Fake,28,High Risk,0,4,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
541,Operations Manager,Flipkart,Chennai,Contract,74077-102196,102196,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
542,Product Manager,Cognizant,Pune,Contract,,0,0,Real,95,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
543,Customer Support Agent,Cognizant,Chennai,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
544,UI/UX Designer,Zomato,Pune,Temporary,,0,0,Real,85,Low Risk,2,0,1,1,0,0,164,On-site,Has Company,Normal Salary
545,Product Manager,Wipro,Hyderabad,Part-time,68504-80267,80267,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
546,DevOps Engineer,HDFC Bank,Gurgaon,Full-time,110636-158093,158093,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
547,HR Specialist,TCS,Pune,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
548,Online Data Entry – $80/hr,,Online,Other,81856-290265,290265,1,Fake,0,High Risk,3,2,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
549,Envelope Stuffing Job – High Pay,Anonymous,Remote,Temporary,304120-601778,601778,1,Fake,39,Medium Risk,2,2,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
550,Unlimited Income Opportunity,Anonymous,Anywhere,Other,147539-310070,310070,1,Fake,23,High Risk,1,4,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
551,Project Manager,HDFC Bank,Pune,Temporary,101102-139010,139010,0,Real,90,Low Risk,1,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
552,Operations Manager,Infosys,Delhi,Temporary,114886-134650,134650,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
553,Marketing Manager,IBM India,Chennai,Contract,60928-99381,99381,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
554,Marketing Manager,Microsoft India,Kolkata,Contract,39402-63803,63803,0,Real,95,Low Risk,1,0,1,1,0,0,194,On-site,Has Company,Normal Salary
555,Product Manager,Cognizant,Ahmedabad,Temporary,,0,0,Real,80,Low Risk,1,0,1,0,0,0,164,On-site,Has Company,Normal Salary
556,Customer Support Agent,,Ahmedabad,Part-time,43229-77365,77365,0,Real,40,Medium Risk,1,0,0,0,1,0,164,Work From Home,No Company,Normal Salary
557,Work From Home – Earn $5000/week,Anonymous,Anywhere,Temporary,351857-629017,629017,1,Fake,15,High Risk,2,5,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
558,Envelope Stuffing Job – High Pay,Anonymous,Anywhere,Other,322748-489486,489486,1,Fake,36,Medium Risk,0,3,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
559,Content Writer,Amazon India,Hyderabad,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
560,Easy Money – No Experience Needed,,Remote,Temporary,104346-240662,240662,1,Fake,0,High Risk,1,3,0,0,1,1,156,Work From Home,No Company,High Salary (Suspicious)
561,Content Writer,Flipkart,Pune,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
562,Work From Home – Earn $5000/week,,Anywhere,Temporary,55550-222733,222733,1,Fake,0,High Risk,4,5,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
563,Sales Executive,Paytm,Noida,Contract,,0,0,Real,95,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
564,Financial Analyst,HDFC Bank,Delhi,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,0,0,194,On-site,Has Company,Normal Salary
565,Data Analyst,Accenture,Gurgaon,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
566,Software Engineer,Accenture,Delhi,Temporary,78622-127521,127521,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
567,Unlimited Income Opportunity,Anonymous,Work From Home,Part-time,93589-346297,346297,1,Fake,20,High Risk,1,5,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
568,Operations Manager,Oracle India,Chennai,Contract,118369-142416,142416,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
569,Project Manager,Swiggy,Pune,Contract,47393-85679,85679,0,Real,100,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
570,Sales Executive,TCS,Kolkata,Temporary,,0,0,Real,80,Low Risk,1,0,1,0,1,0,164,Work From Home,Has Company,Normal Salary
571,Project Manager,Zomato,Gurgaon,Temporary,118626-129597,129597,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
572,Product Manager,TCS,Chennai,Full-time,34147-71802,71802,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
573,HR Specialist,HDFC Bank,Pune,Part-time,72084-87595,87595,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
574,Sales Executive,Infosys,Gurgaon,Part-time,65085-102958,102958,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
575,Product Manager,Zomato,Kolkata,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
576,Content Writer,Flipkart,Hyderabad,Contract,58016-87319,87319,0,Real,100,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
577,Business Analyst,Accenture,Hyderabad,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
578,Customer Support Agent,TCS,Noida,Contract,73559-100569,100569,0,Real,100,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
579,Easy Money – No Experience Needed,Anonymous,Remote,Part-time,56227-346793,346793,1,Fake,20,High Risk,1,5,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
